PDF,RelativePath,Status,TotalPages,PagesCreated,PagesSkipped,PagesFailed,DPI,JPEGQuality,Seconds,Error
"8XQ8RGZ5__Page - 2012 - Crucial Fiction, Ron English Solo Art Exhibition at Opera Gallery in NYC.pdf","8XQ8RGZ5__Page - 2012 - Crucial Fiction, Ron English Solo Art Exhibition at Opera Gallery in NYC.pdf",Completed,6,6,0,0,200,90,1.68,
8XX29QKN__O'Brien - 2012 - Ron English Mini Interview.pdf,8XX29QKN__O'Brien - 2012 - Ron English Mini Interview.pdf,Completed,1,1,0,0,200,90,0.21,
8XZHGZXZ__Lickstein - 2009 - Ron English – Lazarus Rising.pdf,8XZHGZXZ__Lickstein - 2009 - Ron English – Lazarus Rising.pdf,Completed,2,2,0,0,200,90,0.46,
8YJPXDHN___.pdf,8YJPXDHN___.pdf,Completed,1,1,0,0,200,90,0.27,
8YSIAUAS__Dola - 2017 - Ron English Presents - Toybox America In The Visuals - Opening Night!.pdf,8YSIAUAS__Dola - 2017 - Ron English Presents - Toybox America In The Visuals - Opening Night!.pdf,Completed,1,1,0,0,200,90,0.25,
8ZG5VH8V__Juggernut3 - 2012 - Openings Ron English – “Crucial Fiction” @ Opera Gallery (New York).pdf,8ZG5VH8V__Juggernut3 - 2012 - Openings Ron English – “Crucial Fiction” @ Opera Gallery (New York).pdf,Completed,24,24,0,0,200,90,7.14,
"93DDWXL7__Blazenhoff - 2012 - Détournement Signs of the Times, A Group Exhibition at Jonathan LeVine Gallery.pdf","93DDWXL7__Blazenhoff - 2012 - Détournement Signs of the Times, A Group Exhibition at Jonathan LeVine Gallery.pdf",Completed,3,3,0,0,200,90,0.77,
93HH2WW6__St. Art Gallery - 2008 - Ron English.pdf,93HH2WW6__St. Art Gallery - 2008 - Ron English.pdf,Completed,1,1,0,0,200,90,0.26,
93JBU9H6__Heritage Auctions - 2006 - Ron English (American b.1960).pdf,93JBU9H6__Heritage Auctions - 2006 - Ron English (American b.1960).pdf,Completed,1,1,0,0,200,90,0.24,
96GXP7NN__Juxtapoz - 2012 - IN L.A. Crucifixion group show @ Corey Helford Gallery.pdf,96GXP7NN__Juxtapoz - 2012 - IN L.A. Crucifixion group show @ Corey Helford Gallery.pdf,Completed,1,1,0,0,200,90,0.26,
97AG3TME___.pdf,97AG3TME___.pdf,Completed,3,3,0,0,200,90,1.58,
"982WBGRX__Harris - 2014 - POPaganda! A Conversation with Ron English, The Godfather of street art.pdf","982WBGRX__Harris - 2014 - POPaganda! A Conversation with Ron English, The Godfather of street art.pdf",Completed,7,7,0,0,200,90,1.52,
995VGV6W__Sleepboy - 2015 - Previews Ron English – “NeoNature” @ Corey Helford Gallery.pdf,995VGV6W__Sleepboy - 2015 - Previews Ron English – “NeoNature” @ Corey Helford Gallery.pdf,Completed,7,7,0,0,200,90,1.72,
9AAMIWKW__Hypebeast - 2007 - Big Picture Pop by Ron English.pdf,9AAMIWKW__Hypebeast - 2007 - Big Picture Pop by Ron English.pdf,Completed,1,1,0,0,200,90,0.22,
9AXGKQYE__Armand - 2014 - Ron English Returns With The 6-Color Screen Print Captain Caption For Pow Wow 2014.pdf,9AXGKQYE__Armand - 2014 - Ron English Returns With The 6-Color Screen Print Captain Caption For Pow Wow 2014.pdf,Completed,6,6,0,0,200,90,1.41,
9BLC5CWD__Bolsa de Arte - 2014 - O Pop Ron English No Brasil.pdf,9BLC5CWD__Bolsa de Arte - 2014 - O Pop Ron English No Brasil.pdf,Completed,1,1,0,0,200,90,0.2,
9DKLZA3J__Russell - 1980 - Lenonon Remembered.pdf,9DKLZA3J__Russell - 1980 - Lenonon Remembered.pdf,Completed,1,1,0,0,200,90,0.47,
9DNQWCNR__Juxtapoz - 2012 - In L.A. Dum English Launch Party.pdf,9DNQWCNR__Juxtapoz - 2012 - In L.A. Dum English Launch Party.pdf,Completed,24,24,0,0,200,90,6.1,
9DPGPRXM__Ron-English-You-are-Not-Here-revisited.pdf,9DPGPRXM__Ron-English-You-are-Not-Here-revisited.pdf,Completed,2,2,0,0,200,90,0.44,
9EJZ2F58___.pdf,9EJZ2F58___.pdf,Completed,2,2,0,0,200,90,1.37,
9G3IIRPD___.pdf,9G3IIRPD___.pdf,Completed,7,7,0,0,200,90,5.29,
9G8B6MWN__Supersonic Art - 2017 - Ron English’s “TOYBOX America in the Visuals” at Corey Helford Gallery.pdf,9G8B6MWN__Supersonic Art - 2017 - Ron English’s “TOYBOX America in the Visuals” at Corey Helford Gallery.pdf,Completed,2,2,0,0,200,90,0.58,
9GBX8UGP__Ruano - 2010 - Ron English x The Simpsons 20th Anniversary Episode.pdf,9GBX8UGP__Ruano - 2010 - Ron English x The Simpsons 20th Anniversary Episode.pdf,Completed,1,1,0,0,200,90,0.24,
9HLGJNXI___.pdf,9HLGJNXI___.pdf,Completed,3,3,0,0,200,90,1.83,
9I3V36TL__PoPaganda - 2012 - The electric illuminati songs in English now on Itunes.pdf,9I3V36TL__PoPaganda - 2012 - The electric illuminati songs in English now on Itunes.pdf,Completed,1,1,0,0,200,90,0.13,
9INTGKGC__Rushmore - 2009 - Ron English at Elms Lesters.pdf,9INTGKGC__Rushmore - 2009 - Ron English at Elms Lesters.pdf,Completed,3,3,0,0,200,90,0.75,
9IXHUHD2__Heritage Auctions - 2006 - RON ENGLISH (American b.1960) Captain Impossible.pdf,9IXHUHD2__Heritage Auctions - 2006 - RON ENGLISH (American b.1960) Captain Impossible.pdf,Completed,1,1,0,0,200,90,0.27,
9JUUWUQF__English - 2009 - Detail from Abraham Obama.pdf,9JUUWUQF__English - 2009 - Detail from Abraham Obama.pdf,Completed,1,1,0,0,200,90,0.12,
9JYDWQH2__Juggernut3 - 2010 - Preview Ron English – “Status Factory” @ Opera Gallery.pdf,9JYDWQH2__Juggernut3 - 2010 - Preview Ron English – “Status Factory” @ Opera Gallery.pdf,Completed,5,5,0,0,200,90,1.24,
9KASELWK__Juxtapoz - 2012 - Ron English on Cover of The Stranger.pdf,9KASELWK__Juxtapoz - 2012 - Ron English on Cover of The Stranger.pdf,Completed,1,1,0,0,200,90,0.22,
"9KGBRNTP__Beale - 2007 - Big Picture Pop, Ron English at Opera Gallery in NYC.pdf","9KGBRNTP__Beale - 2007 - Big Picture Pop, Ron English at Opera Gallery in NYC.pdf",Completed,1,1,0,0,200,90,0.19,
"9LCS2XFV__Daily - 2020 - Bense Art Space exhibits works by Ron English, Murakami, Futura Until July 20(2).pdf","9LCS2XFV__Daily - 2020 - Bense Art Space exhibits works by Ron English, Murakami, Futura Until July 20(2).pdf",Completed,3,3,0,0,200,90,0.85,
9LMKQKUS___.pdf,9LMKQKUS___.pdf,Completed,1,1,0,0,200,90,0.68,
9M9G3KZ8___.pdf,9M9G3KZ8___.pdf,Completed,3,3,0,0,200,90,2.08,
9N9TRNDC___.pdf,9N9TRNDC___.pdf,Completed,3,3,0,0,200,90,2.1,
9P5HECH8__Smith - 2017 - Ron English Presents New Work in ‘TOYBOX’.pdf,9P5HECH8__Smith - 2017 - Ron English Presents New Work in ‘TOYBOX’.pdf,Completed,4,4,0,0,200,90,1.1,
"9RK9C9MI__Stavsky - 2012 - Aiko, Ron English, Faile, Logan Hicks, Judith Supine, London Police & more @ Opera Gallery’s “Making Faces”(2).pdf","9RK9C9MI__Stavsky - 2012 - Aiko, Ron English, Faile, Logan Hicks, Judith Supine, London Police & more @ Opera Gallery’s “Making Faces”(2).pdf",Completed,1,1,0,0,200,90,0.26,
9S5QD7EB___.pdf,9S5QD7EB___.pdf,Completed,1,1,0,0,200,90,0.64,
9TSVBT92__Erica - 2019 - Thought Factory Recap!.pdf,9TSVBT92__Erica - 2019 - Thought Factory Recap!.pdf,Completed,1,1,0,0,200,90,0.23,
9VM7GB4U___.pdf,9VM7GB4U___.pdf,Completed,3,3,0,0,200,90,1.93,
9WBXIN66__Hypebeast - 2008 - Barack Obama x Ron English.pdf,9WBXIN66__Hypebeast - 2008 - Barack Obama x Ron English.pdf,Completed,1,1,0,0,200,90,0.21,
9XMZJSJ6__Corey Helford Gallery - 2013 - Action Jackson And Bauhaus Barbie By Ron English.pdf,9XMZJSJ6__Corey Helford Gallery - 2013 - Action Jackson And Bauhaus Barbie By Ron English.pdf,Completed,1,1,0,0,200,90,0.27,
9Z3WDT6U__Busel - 2017 - Cross The Streets At Macro Museum.pdf,9Z3WDT6U__Busel - 2017 - Cross The Streets At Macro Museum.pdf,Completed,4,4,0,0,200,90,0.98,
9ZEFQMYQ__Art Collectorz - 2012 - Ron English.pdf,9ZEFQMYQ__Art Collectorz - 2012 - Ron English.pdf,Completed,1,1,0,0,200,90,0.18,
9ZG2RWQN__Eitb.eus - 2021 - Gernika acoge una exposición del aclamado grafitero Ron English.pdf,9ZG2RWQN__Eitb.eus - 2021 - Gernika acoge una exposición del aclamado grafitero Ron English.pdf,Completed,1,1,0,0,200,90,0.22,
A23RQCRN__Lamono - 2013 - Reivindicando Nuevos Caminos - Ron English.pdf,A23RQCRN__Lamono - 2013 - Reivindicando Nuevos Caminos - Ron English.pdf,Completed,5,5,0,0,200,90,1.33,
A25LHFM6__Dascoart - 2008 - Ron English A Conversation About Puke.pdf,A25LHFM6__Dascoart - 2008 - Ron English A Conversation About Puke.pdf,Completed,6,6,0,0,200,90,1.38,
A2SUHBEY__Eller - 2016 - Οι Γκουέρνικες του Ron English.pdf,A2SUHBEY__Eller - 2016 - Οι Γκουέρνικες του Ron English.pdf,Completed,5,5,0,0,200,90,1.5,
A3D3YIMD___.pdf,A3D3YIMD___.pdf,Completed,2,2,0,0,200,90,0.57,
A3LCTHFX__Castori - 2007 - Society's Paintbrush.pdf,A3LCTHFX__Castori - 2007 - Society's Paintbrush.pdf,Completed,1,1,0,0,200,90,0.27,
A4KVUEVJ___.pdf,A4KVUEVJ___.pdf,Completed,3,3,0,0,200,90,2.03,
A6EXG5RZ___.pdf,A6EXG5RZ___.pdf,Completed,1,1,0,0,200,90,0.38,
A6R644AC__Barry - 2010 - Critically Engaging the Digital Learner.pdf,A6R644AC__Barry - 2010 - Critically Engaging the Digital Learner.pdf,Completed,263,263,0,0,200,90,65.81,
A8BT5C56___.pdf,A8BT5C56___.pdf,Completed,2,2,0,0,200,90,1.48,
A8HFWW5I__HB Team - 2010 - Status Factory by Ron English Exhibition NYC Recap.pdf,A8HFWW5I__HB Team - 2010 - Status Factory by Ron English Exhibition NYC Recap.pdf,Completed,1,1,0,0,200,90,0.24,
A9E6CSIT___.pdf,A9E6CSIT___.pdf,Completed,2,2,0,0,200,90,1.53,
AAQA3C4V___.pdf,AAQA3C4V___.pdf,Completed,2,2,0,0,200,90,0.88,
AC3QSYTG__D'Antuono - 2010 - Corpocracy Exhibition Opening 101015.pdf,AC3QSYTG__D'Antuono - 2010 - Corpocracy Exhibition Opening 101015.pdf,Completed,1,1,0,0,200,90,0.24,
AD96LSDK__Bryen - 2010 - Ripping Ronald.pdf,AD96LSDK__Bryen - 2010 - Ripping Ronald.pdf,Completed,1,1,0,0,200,90,0.7,
ADJN79PU__The Georgetowner - 1994 - Ron English & Gale Fulton Ross -.pdf,ADJN79PU__The Georgetowner - 1994 - Ron English & Gale Fulton Ross -.pdf,Completed,1,1,0,0,200,90,0.47,
AEE8PZEP__Laura - 2014 - Ron English Adds a Little Classic Rock to Some Classic Paintings.pdf,AEE8PZEP__Laura - 2014 - Ron English Adds a Little Classic Rock to Some Classic Paintings.pdf,Completed,19,19,0,0,200,90,4.4,
AEHA3FEH__White Walls Gallery - 2009 - White Walls News - Aqua Art Miami Opens Today.pdf,AEHA3FEH__White Walls Gallery - 2009 - White Walls News - Aqua Art Miami Opens Today.pdf,Completed,19,19,0,0,200,90,5.6,
AENISHRY__Zorpette - 1990 - The Ultimate Taboo by Glenn Zorpette.pdf,AENISHRY__Zorpette - 1990 - The Ultimate Taboo by Glenn Zorpette.pdf,Completed,1,1,0,0,200,90,0.34,
AFGGXUJB__The Jersey Journal - 1995 - Portrait of an artist on a rock album.pdf,AFGGXUJB__The Jersey Journal - 1995 - Portrait of an artist on a rock album.pdf,Completed,1,1,0,0,200,90,0.86,
AH2WLQ9R__Juxtapoz Art & Culture Magazine - 2001 - Nostradamus Three Waves to the Apocalypse.pdf,AH2WLQ9R__Juxtapoz Art & Culture Magazine - 2001 - Nostradamus Three Waves to the Apocalypse.pdf,Completed,2,2,0,0,200,90,1.25,
AINTNXMG__Sprayed Paint Art Collection - Stormtrooper Grin PP Archival Print by Ron English.pdf,AINTNXMG__Sprayed Paint Art Collection - Stormtrooper Grin PP Archival Print by Ron English.pdf,Completed,2,2,0,0,200,90,0.61,
AJM3CS9P__Petrick - 2003 - Urban still life.pdf,AJM3CS9P__Petrick - 2003 - Urban still life.pdf,Completed,2,2,0,0,200,90,0.21,
AKQE5BHE__Heavy Metal - Heavy Metal #292 Reviews.pdf,AKQE5BHE__Heavy Metal - Heavy Metal #292 Reviews.pdf,Completed,1,1,0,0,200,90,2.83,
ALYSQR3A__Juxtapoz - 2014 - Ron English @ Art Truancy Celebrating 20 Years of Juxtapoz Magazine.pdf,ALYSQR3A__Juxtapoz - 2014 - Ron English @ Art Truancy Celebrating 20 Years of Juxtapoz Magazine.pdf,Completed,2,2,0,0,200,90,0.5,
"ALZGDBAT__Juxtapoz - 2012 - Opening Ron English Crucial Fiction @ Opera Gallery, NYC.pdf","ALZGDBAT__Juxtapoz - 2012 - Opening Ron English Crucial Fiction @ Opera Gallery, NYC.pdf",Completed,18,18,0,0,200,90,4.65,
AMES5RG3__García - 1993 - Skiffle while you work.pdf,AMES5RG3__García - 1993 - Skiffle while you work.pdf,Completed,1,1,0,0,200,90,0.48,
ANCQUA59__Orange County Center for Contemporary Art (OCCCA) - 2010 - Status Factory The Art of Ron English.pdf,ANCQUA59__Orange County Center for Contemporary Art (OCCCA) - 2010 - Status Factory The Art of Ron English.pdf,Completed,1,1,0,0,200,90,0.13,
ANZB8K5F__HB Team - 2011 - Ron English Camo Deers.pdf,ANZB8K5F__HB Team - 2011 - Ron English Camo Deers.pdf,Completed,3,3,0,0,200,90,0.7,
AP6NH3WM__The Monitor - 2011 - On the surface.pdf,AP6NH3WM__The Monitor - 2011 - On the surface.pdf,Completed,1,1,0,0,200,90,0.22,
"APADP47Q__Independent - 2011 - Ron English If it hadn't been for Ron, there'd be no Banksy.pdf","APADP47Q__Independent - 2011 - Ron English If it hadn't been for Ron, there'd be no Banksy.pdf",Completed,3,3,0,0,200,90,0.57,
AQ6NXYEZ__Hypebeast - 2009 - Garageworks Industries x Ron English Marilyn Mickies Prints & Bust.pdf,AQ6NXYEZ__Hypebeast - 2009 - Garageworks Industries x Ron English Marilyn Mickies Prints & Bust.pdf,Completed,2,2,0,0,200,90,0.42,
AT89QJXW__10-2007.pdf,AT89QJXW__10-2007.pdf,Completed,64,64,0,0,200,90,23.62,
AU3PFRI2__Sponsor - 2015 - Worldwide Street Artist Ron English Comes To @BOXPARK.pdf,AU3PFRI2__Sponsor - 2015 - Worldwide Street Artist Ron English Comes To @BOXPARK.pdf,Completed,1,1,0,0,200,90,0.27,
AUM2HLPA___.pdf,AUM2HLPA___.pdf,Completed,1,1,0,0,200,90,0.29,
"AVTKJWMK__Juxtapoz - 2012 - Preview Ron English Crucial Fiction @ Opera Gallery, NYC.pdf","AVTKJWMK__Juxtapoz - 2012 - Preview Ron English Crucial Fiction @ Opera Gallery, NYC.pdf",Completed,3,3,0,0,200,90,0.82,
AVVALSNC___.pdf,AVVALSNC___.pdf,Completed,2,2,0,0,200,90,0.83,
AW5IYMLH__Carlos - 2011 - Openings Ron English – “Seasons in Supurbia” @ Corey Helford.pdf,AW5IYMLH__Carlos - 2011 - Openings Ron English – “Seasons in Supurbia” @ Corey Helford.pdf,Completed,7,7,0,0,200,90,1.77,
AXUQSSBI___ - Copy.pdf,AXUQSSBI___ - Copy.pdf,Completed,1,1,0,0,200,90,0.38,
"AXVWJC2G__Black Rainbow - 2016 - Ron English First Exhibition At Allouche Gallery, NY.pdf","AXVWJC2G__Black Rainbow - 2016 - Ron English First Exhibition At Allouche Gallery, NY.pdf",Completed,3,3,0,0,200,90,0.75,
AYS3RT5I__AFineLyne - 2016 - Picasso’s Guernica Brought Back to Life by Artist Ron English at Allouche Gallery NYC.pdf,AYS3RT5I__AFineLyne - 2016 - Picasso’s Guernica Brought Back to Life by Artist Ron English at Allouche Gallery NYC.pdf,Completed,7,7,0,0,200,90,1.98,
B35TE5GY___.pdf,B35TE5GY___.pdf,Completed,3,3,0,0,200,90,2.24,
B3B6ZISH__Elms Lesters - 2009 - Lazarus Rising.pdf,B3B6ZISH__Elms Lesters - 2009 - Lazarus Rising.pdf,Completed,1,1,0,0,200,90,0.23,
B67RGE8F__Allman et al. - 2011 - California APRILMAY 2011 Contemporary ART.pdf,B67RGE8F__Allman et al. - 2011 - California APRILMAY 2011 Contemporary ART.pdf,Completed,42,42,0,0,200,90,16.6,
B6BZH2VZ__Beat - Unknown - Texans invade the Big Apple - Author-Shawn Eichman.pdf,B6BZH2VZ__Beat - Unknown - Texans invade the Big Apple - Author-Shawn Eichman.pdf,Completed,1,1,0,0,200,90,1.11,
"B6N3E7XA__Ingvaldsen - 2020 - Heritage Auctions and Gone Far Beyond Urban Art Auction KAWS, Banksy, Futura and more.pdf","B6N3E7XA__Ingvaldsen - 2020 - Heritage Auctions and Gone Far Beyond Urban Art Auction KAWS, Banksy, Futura and more.pdf",Completed,1,1,0,0,200,90,0.21,
B6UZQEV5__English - 2011 - Ron English's Big Top Popaganda #1 MC's Secret Circus Comic(2).pdf,B6UZQEV5__English - 2011 - Ron English's Big Top Popaganda #1 MC's Secret Circus Comic(2).pdf,Completed,1,1,0,0,200,90,0.32,
B886SGGV__All the rage - Urban Art Exhibition Taipei City - 2018 - Ron English.pdf,B886SGGV__All the rage - Urban Art Exhibition Taipei City - 2018 - Ron English.pdf,Completed,5,5,0,0,200,90,1.8,
B8SRFV9Y___.pdf,B8SRFV9Y___.pdf,Completed,3,3,0,0,200,90,0.97,
B9CZZ35M___.pdf,B9CZZ35M___.pdf,Completed,2,2,0,0,200,90,1.73,
"B9Q7ZUFG__Cranston - 2018 - KAWS, Ron English, Sylvia Ji, others will be in Bruneau & Co.'s first-ever Pop Culture, Street & Unusual Art Auction,.pdf","B9Q7ZUFG__Cranston - 2018 - KAWS, Ron English, Sylvia Ji, others will be in Bruneau & Co.'s first-ever Pop Culture, Street & Unusual Art Auction,.pdf",Completed,3,3,0,0,200,90,0.58,
BAEIIAVA__Mace - 2002 - Popaganda paintings by Ron English and large scale Pentings.pdf,BAEIIAVA__Mace - 2002 - Popaganda paintings by Ron English and large scale Pentings.pdf,Completed,3,3,0,0,200,90,0.39,
BASIGFVC__Claire - 2008 - Master of Popaganda.pdf,BASIGFVC__Claire - 2008 - Master of Popaganda.pdf,Completed,1,1,0,0,200,90,0.23,
BC6PG2UP__Estiler - 2016 - Ron English Talks Reimagining Pablo Picasso's Iconic 'Guernica' Painting.pdf,BC6PG2UP__Estiler - 2016 - Ron English Talks Reimagining Pablo Picasso's Iconic 'Guernica' Painting.pdf,Completed,10,10,0,0,200,90,2.19,
BDIATSQN___.pdf,BDIATSQN___.pdf,Completed,4,4,0,0,200,90,2.13,
BDNE58UA__Kordic - 2016 - 5 Ron English Art Pieces You Might Not Recognize at First Glance.pdf,BDNE58UA__Kordic - 2016 - 5 Ron English Art Pieces You Might Not Recognize at First Glance.pdf,Completed,7,7,0,0,200,90,1.75,
BEZRKT3K__English - FOR IMMEDIATE RELEASE.pdf,BEZRKT3K__English - FOR IMMEDIATE RELEASE.pdf,Completed,3,3,0,0,200,90,0.69,
BGCFLAK3__Melissa's Webspace - 2011 - Art Show Ron English – Seasons In Supurbia @ Corey Helford Gallery.pdf,BGCFLAK3__Melissa's Webspace - 2011 - Art Show Ron English – Seasons In Supurbia @ Corey Helford Gallery.pdf,Completed,2,2,0,0,200,90,0.47,
BGDK3TDE__Refill Zero Four Magazine - 2010 - Ron English.pdf,BGDK3TDE__Refill Zero Four Magazine - 2010 - Ron English.pdf,Completed,4,4,0,0,200,90,1.82,
"BH4KLLPA__Eller - 2018 - Preview Ron English’s Solo Show “Delusionville” at Allouche Gallery, NYC 101118.pdf","BH4KLLPA__Eller - 2018 - Preview Ron English’s Solo Show “Delusionville” at Allouche Gallery, NYC 101118.pdf",Completed,4,4,0,0,200,90,0.95,
BIJ38JK2__The Monitor - 2011 - Ron English.pdf,BIJ38JK2__The Monitor - 2011 - Ron English.pdf,Completed,1,1,0,0,200,90,0.27,
BIQCJTY2__Sekoff - 2017 - The Rolling Stones At 50 Broome Street Gallery Celebrates Art Inspired By The Band.pdf,BIQCJTY2__Sekoff - 2017 - The Rolling Stones At 50 Broome Street Gallery Celebrates Art Inspired By The Band.pdf,Completed,2,2,0,0,200,90,0.39,
BKDZ5SSD__Martinique - 2018 - Step Into Ron English's Delusionville at Allouche Gallery.pdf,BKDZ5SSD__Martinique - 2018 - Step Into Ron English's Delusionville at Allouche Gallery.pdf,Completed,6,6,0,0,200,90,1.15,
BKU7IGLD___.pdf,BKU7IGLD___.pdf,Completed,1,1,0,0,200,90,0.16,
BLGNRSEH__Ritzer - 1997 - The McDonaldization Thesis Explorations and Exten.pdf,BLGNRSEH__Ritzer - 1997 - The McDonaldization Thesis Explorations and Exten.pdf,Completed,3,3,0,0,200,90,0.81,
BMKIVAPC__Wong - 1992 - Ron English Speaks a Language All His Own - Copy.pdf,BMKIVAPC__Wong - 1992 - Ron English Speaks a Language All His Own - Copy.pdf,Completed,4,4,0,0,200,90,1.94,
BNAXXAWC__Vtxiff - 2015 - Ron English VTXIFF 2015.pdf,BNAXXAWC__Vtxiff - 2015 - Ron English VTXIFF 2015.pdf,Completed,1,1,0,0,200,90,0.25,
BND69A2D__Elms Lesters - 2008 - The Adam & Ron Show.pdf,BND69A2D__Elms Lesters - 2008 - The Adam & Ron Show.pdf,Completed,1,1,0,0,200,90,0.21,
BQ7YX787__Zephyr - Modern English - Copy.pdf,BQ7YX787__Zephyr - Modern English - Copy.pdf,Completed,4,4,0,0,200,90,3.21,
"BRKXI25G__Heroldius - 2017 - Street Art #1 Ron English, Montreal, Canada - Copy.pdf","BRKXI25G__Heroldius - 2017 - Street Art #1 Ron English, Montreal, Canada - Copy.pdf",Completed,1,1,0,0,200,90,0.29,
"BS5ZLMBJ__Levy, Eller - 2014 - Coverage Ron English “EVOLUTIONARY ALTERNATIVES” @ Tribeca Grand Hotel - NYC.pdf","BS5ZLMBJ__Levy, Eller - 2014 - Coverage Ron English “EVOLUTIONARY ALTERNATIVES” @ Tribeca Grand Hotel - NYC.pdf",Completed,8,8,0,0,200,90,2.17,
BS63QL62___.pdf,BS63QL62___.pdf,Completed,1,1,0,0,200,90,0.55,
BSFHTUC7___.pdf,BSFHTUC7___.pdf,Completed,5,5,0,0,200,90,2.77,
"BUBAVA9A__Allouche Gallery - Ron English, Heavenly Marilyn Blue Pink.pdf","BUBAVA9A__Allouche Gallery - Ron English, Heavenly Marilyn Blue Pink.pdf",Completed,1,1,0,0,200,90,0.29,
BVYMFWSV__Ridder - 2005 - Who exactly owns pop culture images.pdf,BVYMFWSV__Ridder - 2005 - Who exactly owns pop culture images.pdf,Completed,1,1,0,0,200,90,0.1,
BXSMDXMY__Beale - 2010 - Neue Films Tour of Ron English ’ s Status Factory.pdf,BXSMDXMY__Beale - 2010 - Neue Films Tour of Ron English ’ s Status Factory.pdf,Completed,1,1,0,0,200,90,0.17,
BZBF98CV__Inhale - 2014 - Street Art and Pop Surrealism – Ron English.pdf,BZBF98CV__Inhale - 2014 - Street Art and Pop Surrealism – Ron English.pdf,Completed,2,2,0,0,200,90,0.55,
C2CBBXSV__Martinique - 2017 - Fabien Castanier Gallery goes Popadelic this Winter!.pdf,C2CBBXSV__Martinique - 2017 - Fabien Castanier Gallery goes Popadelic this Winter!.pdf,Completed,3,3,0,0,200,90,0.59,
C2GQCHPQ__HB Team - 2010 - Ron English Status Factory Exhibition @ Frank Doyle Arts Pavilion.pdf,C2GQCHPQ__HB Team - 2010 - Ron English Status Factory Exhibition @ Frank Doyle Arts Pavilion.pdf,Completed,1,1,0,0,200,90,0.25,
C3EQTY45__Made In Shoreditch - 2015 - Godfather Of Street Art Launches Exclusive Limited Edition Print.pdf,C3EQTY45__Made In Shoreditch - 2015 - Godfather Of Street Art Launches Exclusive Limited Edition Print.pdf,Completed,1,1,0,0,200,90,0.27,
C4CX2WFJ__Yvette - 2018 - Playboy talks to Ron English in anticipation of his new exhibit at the Corey Helford Gallery.pdf,C4CX2WFJ__Yvette - 2018 - Playboy talks to Ron English in anticipation of his new exhibit at the Corey Helford Gallery.pdf,Completed,3,3,0,0,200,90,0.8,
C6K95CTA__COACH - 2012 - ART RON ENGLISH EXHIBITION 10 - 20 MAY @ WEBBS.pdf,C6K95CTA__COACH - 2012 - ART RON ENGLISH EXHIBITION 10 - 20 MAY @ WEBBS.pdf,Completed,2,2,0,0,200,90,0.43,
C7L8Z284__Fad Magazine - 2015 - ‘Godfather Of Street Art’ Ron English Does Boxpark.pdf,C7L8Z284__Fad Magazine - 2015 - ‘Godfather Of Street Art’ Ron English Does Boxpark.pdf,Completed,1,1,0,0,200,90,0.25,
C8DLM9ZZ__POPaganda - 1998 - POPaganda Tour - 1998.pdf,C8DLM9ZZ__POPaganda - 1998 - POPaganda Tour - 1998.pdf,Completed,1,1,0,0,200,90,0.17,
CABYY83I__Corey Helford Gallery - 2014 - Werewool (Pearl Jam Poster Image) By Ron English.pdf,CABYY83I__Corey Helford Gallery - 2014 - Werewool (Pearl Jam Poster Image) By Ron English.pdf,Completed,1,1,0,0,200,90,0.28,
"CC6HCNEJ__Gallery, English - 2017 - “TOYBOX America in the Visuals” By Ron English.pdf","CC6HCNEJ__Gallery, English - 2017 - “TOYBOX America in the Visuals” By Ron English.pdf",Completed,2,2,0,0,200,90,0.5,
CCRGZCVN__Juxtapoz - 2014 - Art Truancy Celebrating 20 Years of Juxtapoz Magazine @ Jonathan LeVine Gallery—The Art.pdf,CCRGZCVN__Juxtapoz - 2014 - Art Truancy Celebrating 20 Years of Juxtapoz Magazine @ Jonathan LeVine Gallery—The Art.pdf,Completed,3,3,0,0,200,90,0.65,
CD7R34EQ__Wide Walls - 2015 - Artists Loving Hip-Hop.pdf,CD7R34EQ__Wide Walls - 2015 - Artists Loving Hip-Hop.pdf,Completed,1,1,0,0,200,90,0.22,
CEI4C8J9___.pdf,CEI4C8J9___.pdf,Completed,1,1,0,0,200,90,0.31,
CEN4FT5R__Erica - 2013 - Ron English's Little Big Foot Spraypaint on Paper Released Today!.pdf,CEN4FT5R__Erica - 2013 - Ron English's Little Big Foot Spraypaint on Paper Released Today!.pdf,Completed,1,1,0,0,200,90,0.23,
CENCUUYC___.pdf,CENCUUYC___.pdf,Completed,1,1,0,0,200,90,0.32,
CFLE2V9S__O'Brien - 2012 - Ron English - America's Back.pdf,CFLE2V9S__O'Brien - 2012 - Ron English - America's Back.pdf,Completed,2,2,0,0,200,90,0.32,
CK52MX7C__Your Valley Voice - 2011 - IMAS art exhibit takes a contemporary surrealist approach.pdf,CK52MX7C__Your Valley Voice - 2011 - IMAS art exhibit takes a contemporary surrealist approach.pdf,Completed,2,2,0,0,200,90,0.47,
CKFCDGFU___.pdf,CKFCDGFU___.pdf,Completed,8,8,0,0,200,90,2.39,
CL2VMFLC__Huacuz - 2019 - Wynwood Walls celebra 10 años de existencia.pdf,CL2VMFLC__Huacuz - 2019 - Wynwood Walls celebra 10 años de existencia.pdf,Completed,1,1,0,0,200,90,0.29,
